,time,object_1,object_2
176,5.8667,"[382.647058726644, 266.384616094674, 152.0, 372.923076781065]","[32.0588235847751, 27.0769232189349, 24.5294117923875, 23.307692260355]"
177,5.9,"[382.235294044983, 267.538462071006, 152.0, 372.692307585799]","[32.2941176885813, 27.3076924142012, 24.6470588442907, 23.2307691952663]"
178,5.9333,"[381.823529363322, 268.692308047337, 152.0, 372.461538390533]","[32.5294117923875, 27.5384616094674, 24.7647058961938, 23.1538461301775]"
179,5.9667,"[381.411764681661, 269.846154023669, 152.0, 372.230769195266]","[32.7647058961938, 27.7692308047337, 24.8823529480969, 23.0769230650888]"
180,6.0,"[381.0, 271.0, 152.0, 372.0]","[33.0, 28.0, 25.0, 23.0]"
181,6.0333,"[379.538462887574, 272.89999829, 151.923076994083, 371.40000054]","[32.9230769940829, 28.19999982, 24.9230769940829, 23.7999992799999]"
182,6.0667,"[378.07692431361, 274.79999848, 151.846153911243, 370.80000048]","[32.8461539112426, 28.39999984, 24.8461539112426, 24.5999993599999]"
183,6.1,"[376.615385739645, 276.69999867, 151.769230828402, 370.20000042]","[32.7692308284024, 28.59999986, 24.7692308284024, 25.3999994399999]"
184,6.1333,"[375.153847165681, 278.59999886, 151.692307745562, 369.60000036]","[32.6923077455621, 28.79999988, 24.6923077455621, 26.19999952]"
185,6.1667,"[373.692308591716, 280.49999905, 151.615384662722, 369.0000003]","[32.6153846627219, 28.9999999, 24.6153846627219, 26.9999996]"
186,6.2,"[372.230770017752, 282.39999924, 151.538461579882, 368.40000024]","[32.5384615798817, 29.19999992, 24.5384615798817, 27.79999968]"
187,6.2333,"[370.769231443787, 284.29999943, 151.461538497041, 367.80000018]","[32.4615384970414, 29.39999994, 24.4615384970414, 28.59999976]"
188,6.2667,"[369.307692869823, 286.19999962, 151.384615414201, 367.20000012]","[32.3846154142012, 29.59999996, 24.3846154142012, 29.39999984]"
189,6.3,"[367.846154295858, 288.09999981, 151.307692331361, 366.60000006]","[32.307692331361, 29.79999998, 24.307692331361, 30.19999992]"
190,6.3333,"[366.384615721894, 290.0, 151.230769248521, 366.0]","[32.2307692485207, 30.0, 24.2307692485207, 31.0]"
191,6.3667,"[364.923077147929, 292.384613183432, 151.15384616568, 366.076923005917]","[32.1538461656805, 29.9230769940829, 24.1538461656805, 30.6153849704142]"
192,6.4,"[363.461538573965, 294.769228751479, 151.07692308284, 366.153846088758]","[32.0769230828402, 29.8461539112426, 24.0769230828402, 30.230769556213]"
193,6.4333,"[362.0, 297.153844319526, 151.0, 366.230769171598]","[32.0, 29.7692308284024, 24.0, 29.8461541420119]"
194,6.4667,"[360.0, 299.538459887574, 151.25, 366.307692254438]","[32.5, 29.6923077455621, 24.3333333333333, 29.4615387278107]"
195,6.5,"[358.0, 301.923075455621, 151.5, 366.384615337278]","[33.0, 29.6153846627219, 24.6666666666667, 29.0769233136095]"
