,time,object_1,object_2
86,2.8667,"[296.857142156849, 96.2857127401547, 217.714284313698, 284.142857393488]","[36.2857140522831, 31.1428571010853, 30.2857140522831, 30.8571428989147]"
87,2.9,"[297.714285130708, 91.0, 219.428570261415, 285.0]","[36.5714283769026, 31.0, 30.5714283769026, 31.0]"
88,2.9333,"[298.571428104566, 87.2000059783301, 221.142856209132, 286.199998112106]","[36.8571427015221, 30.6000006292979, 30.8571427015221, 30.2000012585958]"
89,2.9667,"[299.428571078425, 83.4000044837476, 222.857142156849, 287.39999858408]","[37.1428570261415, 30.2000004719734, 31.1428570261415, 29.4000009439469]"
90,3.0,"[300.285714052283, 79.6000029891651, 224.571428104566, 288.599999056053]","[37.428571350761, 29.800000314649, 31.428571350761, 28.6000006292979]"
91,3.0333,"[301.142857026142, 75.8000014945825, 226.285714052283, 289.799999528027]","[37.7142856753805, 29.4000001573245, 31.7142856753805, 27.800000314649]"
92,3.0667,"[302.0, 72.0, 228.0, 291.0]","[38.0, 29.0, 32.0, 27.0]"
93,3.1,"[302.384616125546, 69.2857095237199, 228.923078701312, 291.857144360931]","[37.6153838744534, 29.4285721804653, 31.5384606493441, 27.1428573934884]"
94,3.1333,"[302.769231448418, 66.5714246030999, 229.846155476202, 292.714286967442]","[37.2307685515823, 29.8571434837211, 31.0769222618987, 27.2857144945737]"
95,3.1667,"[303.153846771289, 63.8571396824799, 230.769232251093, 293.571429573954]","[36.8461532287112, 30.2857147869769, 30.6153838744534, 27.428571595659]"
96,3.2,"[303.53846209416, 61.1428547618599, 231.692309025984, 294.428572180465]","[36.4615379058401, 30.7142860902326, 30.1538454870081, 27.5714286967442]"
97,3.2333,"[303.923077417031, 58.42856984124, 232.615385800874, 295.285714786977]","[36.076922582969, 31.1428573934884, 29.6923070995627, 27.7142857978295]"
98,3.2667,"[304.307692739902, 55.71428492062, 233.538462575765, 296.142857393488]","[35.6923072600978, 31.5714286967442, 29.2307687121174, 27.8571428989147]"
99,3.3,"[304.692308062773, 53.0, 234.461539350656, 297.0]","[35.3076919372267, 32.0, 28.769230324672, 28.0]"
100,3.3333,"[305.076923385644, 52.0000008170092, 235.384616125547, 297.999999182991]","[34.9230766143556, 31.5714289215754, 28.3076919372267, 27.4285718954338]"
101,3.3667,"[305.461538708515, 51.000000680841, 236.307692900437, 298.999999319159]","[34.5384612914845, 31.1428574346461, 27.8461535497814, 26.8571432461949]"
102,3.4,"[305.846154031387, 50.0000005446728, 237.230769675328, 299.999999455327]","[34.1538459686134, 30.7142859477169, 27.384615162336, 26.2857145969559]"
103,3.4333,"[306.230769354258, 49.0000004085046, 238.153846450219, 300.999999591495]","[33.7692306457422, 30.2857144607877, 26.9230767748907, 25.7142859477169]"
104,3.4667,"[306.615384677129, 48.0000002723364, 239.076923225109, 301.999999727664]","[33.3846153228711, 29.8571429738585, 26.4615383874453, 25.1428572984779]"
105,3.5,"[307.0, 47.0000001361682, 240.0, 302.999999863832]","[33.0, 29.4285714869292, 26.0, 24.571428649239]"
106,3.5333,"[307.909089317007, 46.0, 239.545455341497, 304.0]","[33.1818178634013, 29.0, 26.5454535902041, 24.0]"
107,3.5667,"[308.818180385306, 46.0, 239.090909807347, 304.571428104566]","[33.3636360770612, 28.8571429738585, 27.0909082311837, 24.5714281045662]"
108,3.6,"[309.727271453605, 46.0, 238.636364273197, 305.142856753805]","[33.5454542907211, 28.7142858115487, 27.6363628721633, 25.1428567538051]"
109,3.6333,"[310.636362521905, 46.0, 238.181818739048, 305.714285403044]","[33.7272725043809, 28.571428649239, 28.1818175131429, 25.7142854030441]"
110,3.6667,"[311.545453590204, 46.0, 237.727273204898, 306.285714052283]","[33.9090907180408, 28.4285714869292, 28.7272721541224, 26.2857140522831]"
111,3.7,"[312.454544658503, 46.0, 237.272727670748, 306.857142701522]","[34.0909089317007, 28.2857143246195, 29.272726795102, 26.8571427015221]"
112,3.7333,"[313.363635726803, 46.0, 236.818182136599, 307.428571350761]","[34.2727271453605, 28.1428571623097, 29.8181814360816, 27.428571350761]"
113,3.7667,"[314.272726795102, 46.0, 236.363636602449, 308.0]","[34.4545453590204, 28.0, 30.3636360770612, 28.0]"
114,3.8,"[315.181817863401, 47.090910155615, 235.909091068299, 308.636364257442]","[34.6363635726803, 27.7272724610962, 30.9090907180408, 27.9090908203654]"
115,3.8333,"[316.090908931701, 48.1818191400535, 235.45454553415, 309.272727831698]","[34.8181817863401, 27.4545452149866, 31.4545453590204, 27.8181817383289]"
116,3.8667,"[317.0, 49.272728124492, 235.0, 309.909091405954]","[35.0, 27.181817968877, 32.0, 27.7272726562923]"
117,3.9,"[318.142859147907, 50.3636371089305, 235.0, 310.54545498021]","[34.7142852130231, 26.9090907227674, 31.7142852130231, 27.6363635742558]"
118,3.9333,"[319.28571595659, 51.454546093369, 235.0, 311.181818554465]","[34.4285710108526, 26.6363634766577, 31.4285710108526, 27.5454544922193]"
119,3.9667,"[320.428572765272, 52.5454550778075, 235.0, 311.818182128721]","[34.1428568086821, 26.3636362305481, 31.1428568086821, 27.4545454101827]"
120,4.0,"[321.571429573954, 53.636364062246, 235.0, 312.454545702977]","[33.8571426065116, 26.0909089844385, 30.8571426065116, 27.3636363281462]"
121,4.0333,"[322.714286382636, 54.7272730466845, 235.0, 313.090909277233]","[33.571428404341, 25.8181817383289, 30.571428404341, 27.2727272461096]"
122,4.0667,"[323.857143191318, 55.818182031123, 235.0, 313.727272851488]","[33.2857142021705, 25.5454544922192, 30.2857142021705, 27.1818181640731]"
123,4.1,"[325.0, 56.9090910155615, 235.0, 314.363636425744]","[33.0, 25.2727272461096, 30.0, 27.0909090820365]"
124,4.1333,"[326.000000033445, 58.0, 234.499999983278, 315.0]","[33.5000000167224, 25.0, 29.8333333277592, 27.0]"
125,4.1667,"[327.000000026756, 60.0000016535113, 233.999999986622, 316.200000992107]","[34.0000000133779, 24.5999996692977, 29.6666666622074, 26.3999995039466]"
126,4.2,"[328.000000020067, 62.0000012401335, 233.499999989967, 317.40000074408]","[34.5000000100334, 24.1999997519733, 29.4999999966555, 25.7999996279599]"
127,4.2333,"[329.000000013378, 64.0000008267557, 232.999999993311, 318.600000496053]","[35.000000006689, 23.7999998346489, 29.3333333311037, 25.1999997519733]"
128,4.2667,"[330.000000006689, 66.0000004133778, 232.499999996656, 319.800000248027]","[35.5000000033445, 23.3999999173244, 29.1666666655518, 24.5999998759866]"
129,4.3,"[331.0, 68.0, 232.0, 321.0]","[36.0, 23.0, 29.0, 24.0]"
130,4.3333,"[333.099998236421, 70.374995954953, 231.40000050388, 321.87499850972]","[35.7000002519398, 23.3749993613084, 28.7000002519398, 23.6250006386916]"
131,4.3667,"[335.199998432374, 72.7499965328169, 230.800000447893, 322.749998722617]","[35.4000002239465, 23.74999945255, 28.4000002239465, 23.25000054745]"
132,4.4,"[337.299998628328, 75.1249971106807, 230.200000391906, 323.624998935514]","[35.1000001959532, 24.1249995437917, 28.1000001959532, 22.8750004562083]"
133,4.4333,"[339.399998824281, 77.4999976885446, 229.60000033592, 324.499999148411]","[34.8000001679599, 24.4999996350333, 27.8000001679599, 22.5000003649667]"
134,4.4667,"[341.499999020234, 79.8749982664084, 229.000000279933, 325.374999361308]","[34.5000001399666, 24.874999726275, 27.5000001399666, 22.125000273725]"
135,4.5,"[343.599999216187, 82.2499988442723, 228.400000223947, 326.249999574206]","[34.2000001119733, 25.2499998175167, 27.2000001119733, 21.7500001824833]"
136,4.5333,"[345.69999941214, 84.6249994221361, 227.80000016796, 327.124999787103]","[33.9000000839799, 25.6249999087583, 26.9000000839799, 21.3750000912417]"
137,4.5667,"[347.799999608094, 87.0, 227.200000111973, 328.0]","[33.6000000559866, 26.0, 26.6000000559866, 21.0]"
138,4.6,"[349.899999804047, 89.3750021893287, 226.600000055987, 328.750000691367]","[33.3000000279933, 25.4999995390887, 26.3000000279933, 21.0]"
139,4.6333,"[352.0, 91.7500018765675, 226.0, 329.5000005926]","[33.0, 24.9999996049332, 26.0, 21.0]"
140,4.6667,"[352.769230120916, 94.1250015638062, 224.615385782351, 330.250000493833]","[32.6923079516337, 24.4999996707776, 25.9230769879084, 21.0]"
141,4.7,"[353.538460944173, 96.500001251045, 223.230770300489, 331.000000395067]","[32.3846156223309, 23.9999997366221, 25.8461539055827, 21.0]"
142,4.7333,"[354.30769176743, 98.8750009382837, 221.846154818626, 331.7500002963]","[32.0769232930281, 23.4999998024666, 25.769230823257, 21.0]"
143,4.7667,"[355.076922590687, 101.250000625522, 220.461539336764, 332.500000197533]","[31.7692309637253, 22.9999998683111, 25.6923077409313, 21.0]"
144,4.8,"[355.846153413944, 103.625000312761, 219.076923854901, 333.250000098767]","[31.4615386344225, 22.4999999341555, 25.6153846586056, 21.0]"
145,4.8333,"[356.615384237201, 106.0, 217.692308373038, 334.0]","[31.1538463051196, 22.0, 25.5384615762799, 21.0]"
146,4.8667,"[357.384615060458, 106.666666688963, 216.307692891176, 334.333333344482]","[30.8461539758168, 22.6666666889632, 25.4615384939542, 21.3333333444816]"
147,4.9,"[358.153845883715, 107.333333351171, 214.923077409313, 334.666666675585]","[30.538461646514, 23.3333333511706, 25.3846154116285, 21.6666666755853]"
148,4.9333,"[358.923076706972, 108.000000013378, 213.53846192745, 335.000000006689]","[30.2307693172112, 24.0000000133779, 25.3076923293028, 22.000000006689]"
149,4.9667,"[359.692307530229, 108.666666675585, 212.153846445588, 335.333333337793]","[29.9230769879084, 24.6666666755853, 25.2307692469771, 22.3333333377926]"
150,5.0,"[360.461538353486, 109.333333337793, 210.769230963725, 335.666666668896]","[29.6153846586056, 25.3333333377926, 25.1538461646514, 22.6666666688963]"
151,5.0333,"[361.230769176743, 110.0, 209.384615481863, 336.0]","[29.3076923293028, 26.0, 25.0769230823257, 23.0]"
152,5.0667,"[362.0, 110.750000691367, 208.0, 336.0]","[29.0, 25.6249996543165, 25.0, 23.0]"
153,5.1,"[361.285713560337, 111.5000005926, 206.07142661291, 336.0]","[29.1428572879325, 25.2499997036999, 25.1428572879325, 23.0]"
154,5.1333,"[360.57142790185, 112.250000493834, 204.142855334994, 336.0]","[29.28571441963, 24.8749997530832, 25.28571441963, 23.0]"
155,5.1667,"[359.857142243362, 113.000000395067, 202.214284057078, 336.0]","[29.4285715513275, 24.4999998024666, 25.4285715513275, 23.0]"
156,5.2,"[359.142856584875, 113.7500002963, 200.285712779162, 336.0]","[29.571428683025, 24.1249998518499, 25.571428683025, 23.0]"
157,5.2333,"[358.428570926387, 114.500000197533, 198.357141501246, 336.0]","[29.7142858147225, 23.7499999012333, 25.7142858147225, 23.0]"
158,5.2667,"[357.7142852679, 115.250000098767, 196.428570223329, 336.0]","[29.85714294642, 23.3749999506166, 25.85714294642, 23.0]"
159,5.3,"[356.999999609412, 116.0, 194.499998945413, 336.0]","[30.0000000781175, 23.0, 26.0000000781175, 23.0]"
160,5.3333,"[356.285713950925, 116.142857026142, 192.571427667497, 332.714288398744]","[30.142857209815, 23.4285710784246, 26.142857209815, 23.7142851307077]"
161,5.3667,"[355.571428292437, 116.285714188451, 190.642856389581, 329.42857366562]","[30.2857143415125, 23.8571425653539, 26.2857143415125, 24.4285709422565]"
162,5.4,"[354.85714263395, 116.428571350761, 188.714285111665, 326.142858932496]","[30.42857147321, 24.2857140522831, 26.42857147321, 25.1428567538052]"
163,5.4333,"[354.142856975462, 116.571428513071, 186.785713833749, 322.857144199372]","[30.5714286049075, 24.7142855392123, 26.5714286049075, 25.8571425653539]"
164,5.4667,"[353.428571316975, 116.714285675381, 184.857142555832, 319.571429466248]","[30.714285736605, 25.1428570261415, 26.714285736605, 26.5714283769026]"
165,5.5,"[352.714285658487, 116.85714283769, 182.928571277916, 316.285714733124]","[30.8571428683025, 25.5714285130708, 26.8571428683025, 27.2857141884513]"
166,5.5333,"[352.0, 117.0, 181.0, 313.0]","[31.0, 26.0, 27.0, 28.0]"
167,5.5667,"[351.749999981606, 117.400000330702, 179.749999908027, 308.599996362275]","[30.7499999816053, 26.4000003307023, 27.1666666789298, 29.2000009921068]"
168,5.6,"[351.499999983278, 117.800000248027, 178.499999916388, 304.199997271706]","[30.4999999832776, 26.8000002480267, 27.3333333444816, 30.4000007440801]"
169,5.6333,"[351.24999998495, 118.200000165351, 177.249999924749, 299.799998181138]","[30.2499999849498, 27.2000001653511, 27.5000000100334, 31.6000004960534]"
170,5.6667,"[350.999999986622, 118.600000082676, 175.99999993311, 295.399999090569]","[29.9999999866221, 27.6000000826756, 27.6666666755853, 32.8000002480267]"
171,5.7,"[350.749999988294, 119.0, 174.749999941472, 291.0]","[29.7499999882943, 28.0, 27.8333333411371, 34.0]"
172,5.7333,"[350.499999989967, 119.500000016722, 173.499999949833, 287.499999882943]","[29.4999999899666, 27.4999999832776, 28.000000006689, 32.1666666053512]"
173,5.7667,"[350.249999991639, 120.000000013378, 172.249999958194, 283.999999906355]","[29.2499999916388, 26.9999999866221, 28.1666666722408, 30.3333332842809]"
174,5.8,"[349.999999993311, 120.500000010033, 170.999999966555, 280.499999929766]","[28.999999993311, 26.4999999899666, 28.3333333377926, 28.4999999632107]"
175,5.8333,"[349.749999994983, 121.000000006689, 169.749999974916, 276.999999953177]","[28.7499999949833, 25.999999993311, 28.5000000033445, 26.6666666421405]"
176,5.8667,"[349.499999996656, 121.500000003344, 168.499999983278, 273.499999976589]","[28.4999999966555, 25.4999999966555, 28.6666666688963, 24.8333333210702]"
177,5.9,"[349.249999998328, 122.0, 167.249999991639, 270.0]","[28.2499999983278, 25.0, 28.8333333344482, 23.0]"
178,5.9333,"[349.0, 122.0, 166.0, 265.600006922277]","[28.0, 25.7999987414042, 29.0, 23.199999685351]"
179,5.9667,"[348.692307951634, 122.0, 166.307692048366, 261.200005191708]","[28.2307690362748, 26.5999990560531, 28.6923079516337, 23.3999997640133]"
180,6.0,"[348.384615622331, 122.0, 166.615384377669, 256.800003461139]","[28.4615382832519, 27.3999993707021, 28.3846156223309, 23.5999998426755]"
181,6.0333,"[348.076923293028, 122.0, 166.923076706972, 252.400001730569]","[28.692307530229, 28.199999685351, 28.0769232930281, 23.7999999213378]"
182,6.0667,"[347.769230963725, 122.0, 167.230769036275, 248.0]","[28.9230767772061, 29.0, 27.7692309637253, 24.0]"
183,6.1,"[347.461538634423, 122.500000016722, 167.538461365578, 245.499999916388]","[29.1538460241832, 28.3333333110368, 27.4615386344225, 23.8333333277592]"
184,6.1333,"[347.15384630512, 123.000000013378, 167.84615369488, 242.99999993311]","[29.3846152711603, 27.6666666488294, 27.1538463051196, 23.6666666622074]"
185,6.1667,"[346.846153975817, 123.500000010033, 168.153846024183, 240.499999949833]","[29.6153845181374, 26.9999999866221, 26.8461539758168, 23.4999999966555]"
186,6.2,"[346.538461646514, 124.000000006689, 168.461538353486, 237.999999966555]","[29.8461537651145, 26.3333333244147, 26.538461646514, 23.3333333311037]"
187,6.2333,"[346.230769317211, 124.500000003344, 168.769230682789, 235.499999983278]","[30.0769230120916, 25.6666666622074, 26.2307693172112, 23.1666666655518]"
188,6.2667,"[345.923076987908, 125.0, 169.076923012092, 233.0]","[30.3076922590687, 25.0, 25.9230769879084, 23.0]"
