,time,object_1,object_2
20,0.66667,"[135.285714326531, 403.277777803101, 170.428570489796, 122.666666623256]","[26.5714286530612, 27.3888888852713, 27.0, 22.7777777705426]"
21,0.7,"[135.142857163265, 403.666666688372, 173.714285244898, 121.999999962791]","[26.2857143265306, 27.3333333302325, 27.0, 22.6666666604651]"
22,0.73333,"[135.0, 404.055555573643, 177.0, 121.333333302326]","[26.0, 27.2777777751938, 27.0, 22.5555555503876]"
23,0.76667,"[134.624999671875, 404.444444458915, 180.25000284375, 120.66666664186]","[26.25000021875, 27.222222220155, 26.4999995625001, 22.4444444403101]"
24,0.8,"[134.24999971875, 404.833333344186, 183.5000024375, 119.999999981395]","[26.5000001875, 27.1666666651163, 25.999999625, 22.3333333302326]"
25,0.83333,"[133.874999765625, 405.222222229457, 186.75000203125, 119.33333332093]","[26.75000015625, 27.1111111100775, 25.4999996875, 22.222222220155]"
26,0.86667,"[133.4999998125, 405.611111114729, 190.000001625, 118.666666660465]","[27.000000125, 27.0555555550388, 24.99999975, 22.1111111100775]"
27,0.9,"[133.124999859375, 406.0, 193.25000121875, 118.0]","[27.25000009375, 27.0, 24.4999998125, 22.0]"
28,0.93333,"[132.74999990625, 405.611111049613, 196.5000008125, 117.833333306977]","[27.5000000625, 26.8888888713178, 23.999999875, 21.9444444356589]"
29,0.96667,"[132.374999953125, 405.222222164341, 199.75000040625, 117.666666641861]","[27.75000003125, 26.7777777612403, 23.4999999375, 21.8888888806201]"
30,1.0,"[132.0, 404.83333327907, 203.0, 117.499999976744]","[28.0, 26.6666666511628, 23.0, 21.8333333255814]"
31,1.0333,"[131.428571918367, 404.444444393799, 205.714283387755, 117.333333311628]","[28.7142851020407, 26.5555555410853, 23.8571421224489, 21.7777777705426]"
32,1.0667,"[130.857143265306, 404.055555508527, 208.428569489796, 117.166666646512]","[29.4285709183673, 26.4444444310078, 24.7142851020407, 21.7222222155039]"
33,1.1,"[130.285714612245, 403.666666623256, 211.142855591837, 116.999999981395]","[30.1428567346938, 26.3333333209302, 25.5714280816326, 21.6666666604651]"
34,1.1333,"[129.714285959184, 403.277777737985, 213.857141693877, 116.833333316279]","[30.8571425510204, 26.2222222108527, 26.4285710612244, 21.6111111054263]"
35,1.1667,"[129.142857306122, 402.888888852713, 216.571427795918, 116.666666651163]","[31.5714283673469, 26.1111111007752, 27.2857140408163, 21.5555555503876]"
36,1.2,"[128.571428653061, 402.499999967442, 219.285713897959, 116.499999986047]","[32.2857141836735, 25.9999999906977, 28.1428570204081, 21.4999999953488]"
37,1.2333,"[128.0, 402.111111082171, 222.0, 116.33333332093]","[33.0, 25.8888888806202, 29.0, 21.4444444403101]"
38,1.2667,"[128.0, 401.722222196899, 225.142854448979, 116.166666655814]","[32.000000857143, 25.7777777705426, 28.4285719183674, 21.3888888852713]"
39,1.3,"[128.0, 401.333333311628, 228.285712040816, 115.999999990698]","[31.0000007142858, 25.6666666604651, 27.8571432653062, 21.3333333302325]"
40,1.3333,"[128.0, 400.944444426357, 231.428569632653, 115.833333325581]","[30.0000005714287, 25.5555555503876, 27.2857146122449, 21.2777777751938]"
41,1.3667,"[128.0, 400.555555541085, 234.57142722449, 115.666666660465]","[29.0000004285715, 25.4444444403101, 26.7142859591837, 21.222222220155]"
42,1.4,"[128.0, 400.166666655814, 237.714284816326, 115.499999995349]","[28.0000002857143, 25.3333333302326, 26.1428573061225, 21.1666666651163]"
43,1.4333,"[128.0, 399.777777770543, 240.857142408163, 115.333333330233]","[27.0000001428572, 25.222222220155, 25.5714286530612, 21.1111111100775]"
44,1.4667,"[128.0, 399.388888885271, 244.0, 115.166666665116]","[26.0, 25.1111111100775, 25.0, 21.0555555550388]"
45,1.5,"[127.0, 399.0, 246.666666666667, 115.0]","[27.1666666666667, 25.0, 25.8333333333333, 21.0]"
46,1.5333,"[126.0, 397.777777686822, 249.333333333333, 115.22222223876]","[28.3333333333333, 25.5555555968992, 26.6666666666667, 21.5555555968992]"
47,1.5667,"[125.0, 396.555555475969, 252.0, 115.444444458915]","[29.5, 26.1111111472868, 27.5, 22.1111111472868]"
48,1.6,"[124.0, 395.333333265116, 254.666666666667, 115.66666667907]","[30.6666666666667, 26.6666666976744, 28.3333333333333, 22.6666666976744]"
49,1.6333,"[123.0, 394.111111054263, 257.333333333333, 115.888888899225]","[31.8333333333333, 27.222222248062, 29.1666666666667, 23.222222248062]"
50,1.6667,"[122.0, 392.888888843411, 260.0, 116.11111111938]","[33.0, 27.7777777984496, 30.0, 23.7777777984496]"
51,1.7,"[122.0, 391.666666632558, 263.000005142856, 116.333333339535]","[32.1428556734698, 28.3333333488372, 29.7142852244899, 24.3333333488372]"
52,1.7333,"[122.0, 390.444444421705, 266.000004285713, 116.55555555969]","[31.2857130612248, 28.8888888992248, 29.4285710204083, 24.8888888992248]"
53,1.7667,"[122.0, 389.222222210853, 269.00000342857, 116.777777779845]","[30.4285704489799, 29.4444444496124, 29.1428568163266, 25.4444444496124]"
54,1.8,"[122.0, 388.0, 272.000002571428, 117.0]","[29.5714278367349, 30.0, 28.857142612245, 26.0]"
55,1.8333,"[122.0, 387.714285943237, 275.000001714285, 117.857142170289]","[28.7142852244899, 29.8571429716184, 28.5714284081633, 26.2857140567631]"
56,1.8667,"[122.0, 387.428571619364, 278.000000857143, 118.714285141908]","[27.857142612245, 29.714285809682, 28.2857142040817, 26.571428380636]"
57,1.9,"[122.0, 387.142857295491, 281.0, 119.571428113526]","[27.0, 29.5714286477456, 28.0, 26.8571427045088]"
58,1.9333,"[121.571428938776, 386.857142971618, 283.714283387755, 120.428571085145]","[27.1428570204082, 29.4285714858092, 28.2857140408163, 27.1428570283816]"
59,1.9667,"[121.14285744898, 386.571428647746, 286.428569489796, 121.285714056763]","[27.2857141836735, 29.2857143238728, 28.5714283673469, 27.4285713522544]"
60,2.0,"[120.714285959184, 386.285714323873, 289.142855591836, 122.142857028382]","[27.4285713469388, 29.1428571619364, 28.8571426938775, 27.7142856761272]"
61,2.0333,"[120.285714469388, 386.0, 291.857141693877, 123.0]","[27.5714285102041, 29.0, 29.1428570204082, 28.0]"
62,2.0667,"[119.857142979592, 385.200000653023, 294.571427795918, 122.800000163256]","[27.7142856734694, 29.0999999183721, 29.4285713469388, 28.4999995918604]"
63,2.1,"[119.428571489796, 384.400000580465, 297.285713897959, 122.600000145116]","[27.8571428367347, 29.1999999274419, 29.7142856734694, 28.9999996372093]"
64,2.1333,"[119.0, 383.600000507907, 300.0, 122.400000126977]","[28.0, 29.2999999365116, 30.0, 29.4999996825581]"
65,2.1667,"[118.142857877551, 382.800000435349, 302.571426367347, 122.200000108837]","[28.7142851020407, 29.3999999455814, 30.0, 29.999999727907]"
66,2.2,"[117.285714897959, 382.000000362791, 305.142855306122, 122.000000090698]","[29.4285709183673, 29.4999999546512, 30.0, 30.4999997732558]"
67,2.2333,"[116.428571918367, 381.200000290233, 307.714284244898, 121.800000072558]","[30.1428567346938, 29.5999999637209, 30.0, 30.9999998186046]"
68,2.2667,"[115.571428938776, 380.400000217674, 310.285713183673, 121.600000054419]","[30.8571425510204, 29.6999999727907, 30.0, 31.4999998639535]"
69,2.3,"[114.714285959184, 379.600000145116, 312.857142122449, 121.400000036279]","[31.5714283673469, 29.7999999818605, 30.0, 31.9999999093023]"
70,2.3333,"[113.857142979592, 378.800000072558, 315.428571061224, 121.20000001814]","[32.2857141836735, 29.8999999909302, 30.0, 32.4999999546512]"
71,2.3667,"[113.0, 378.0, 318.0, 121.0]","[33.0, 30.0, 30.0, 33.0]"
72,2.4,"[113.125000109375, 376.538458677089, 320.00000175, 119.384612222045]","[32.4999995625001, 30.230769682565, 29.4999995625001, 32.6153838623918]"
73,2.4333,"[113.25000009375, 375.076920453998, 322.0000015, 117.769227870208]","[31.999999625, 30.4615388756845, 28.999999625, 32.2307685405258]"
74,2.4667,"[113.375000078125, 373.615382230907, 324.00000125, 116.153843518371]","[31.4999996875, 30.6923080688041, 28.4999996875, 31.8461532186598]"
75,2.5,"[113.5000000625, 372.153844007816, 326.000001, 114.538459166534]","[30.99999975, 30.9230772619237, 27.99999975, 31.4615378967938]"
76,2.5333,"[113.625000046875, 370.692305784726, 328.00000075, 112.923074814697]","[30.4999998125, 31.1538464550433, 27.4999998125, 31.0769225749278]"
77,2.5667,"[113.75000003125, 369.230767561635, 330.0000005, 111.30769046286]","[29.999999875, 31.3846156481629, 26.999999875, 30.6923072530619]"
78,2.6,"[113.875000015625, 367.769229338544, 332.00000025, 109.692306111023]","[29.4999999375, 31.6153848412825, 26.4999999375, 30.3076919311959]"
79,2.6333,"[114.0, 366.307691115454, 334.0, 108.076921759186]","[29.0, 31.8461540344021, 26.0, 29.9230766093299]"
80,2.6667,"[113.857142979592, 364.846152892363, 334.857142122449, 106.461537407348]","[28.7142859591837, 32.0769232275217, 25.8571429795918, 29.5384612874639]"
81,2.7,"[113.714285816327, 363.384614669272, 335.714285102041, 104.846153055511]","[28.4285716326531, 32.3076924206412, 25.7142858163265, 29.1538459655979]"
82,2.7333,"[113.571428653061, 361.923076446181, 336.571428081633, 103.230768703674]","[28.1428573061225, 32.5384616137608, 25.5714286530612, 28.769230643732]"
83,2.7667,"[113.428571489796, 360.461538223091, 337.428571061224, 101.615384351837]","[27.8571429795918, 32.7692308068804, 25.4285714897959, 28.384615321866]"
84,2.8,"[113.285714326531, 359.0, 338.285714040816, 100.0]","[27.5714286530612, 33.0, 25.2857143265306, 28.0]"
85,2.8333,"[113.142857163265, 357.333333209303, 339.142857020408, 97.6666664930233]","[27.2857143265306, 33.0, 25.1428571632653, 28.2222222387597]"
86,2.8667,"[113.0, 355.66666655814, 340.0, 95.3333331813954]","[27.0, 33.0, 25.0, 28.4444444589147]"
87,2.9,"[112.624999671875, 353.999999906977, 340.125000109375, 92.9999998697675]","[27.125000109375, 33.0, 25.375000328125, 28.6666666790698]"
88,2.9333,"[112.24999971875, 352.333333255814, 340.25000009375, 90.6666665581396]","[27.25000009375, 33.0, 25.75000028125, 28.8888888992248]"
89,2.9667,"[111.874999765625, 350.666666604651, 340.375000078125, 88.3333332465116]","[27.375000078125, 33.0, 26.125000234375, 29.1111111193798]"
90,3.0,"[111.4999998125, 348.999999953488, 340.5000000625, 85.9999999348837]","[27.5000000625, 33.0, 26.5000001875, 29.3333333395349]"
91,3.0333,"[111.124999859375, 347.333333302326, 340.625000046875, 83.6666666232558]","[27.625000046875, 33.0, 26.875000140625, 29.5555555596899]"
92,3.0667,"[110.74999990625, 345.666666651163, 340.75000003125, 81.3333333116279]","[27.75000003125, 33.0, 27.25000009375, 29.777777779845]"
93,3.1,"[110.374999953125, 344.0, 340.875000015625, 79.0]","[27.875000015625, 33.0, 27.625000046875, 30.0]"
94,3.1333,"[110.0, 343.500000842442, 341.0, 77.1250031591578]","[28.0, 32.6250006318316, 28.0, 30.1249997893895]"
95,3.1667,"[109.888888888889, 343.000000722093, 340.111111111111, 75.2500027078495]","[27.5555555555555, 32.2500005415699, 27.7777777777778, 30.2499998194767]"
96,3.2,"[109.777777777778, 342.500000601744, 339.222222222222, 73.3750022565413]","[27.1111111111111, 31.8750004513083, 27.5555555555556, 30.3749998495639]"
97,3.2333,"[109.666666666667, 342.000000481396, 338.333333333333, 71.500001805233]","[26.6666666666667, 31.5000003610466, 27.3333333333333, 30.4999998796511]"
98,3.2667,"[109.555555555556, 341.500000361047, 337.444444444445, 69.6250013539248]","[26.2222222222222, 31.125000270785, 27.1111111111111, 30.6249999097383]"
99,3.3,"[109.444444444444, 341.000000240698, 336.555555555556, 67.7500009026165]","[25.7777777777778, 30.7500001805233, 26.8888888888889, 30.7499999398256]"
100,3.3333,"[109.333333333333, 340.500000120349, 335.666666666667, 65.8750004513083]","[25.3333333333333, 30.3750000902617, 26.6666666666667, 30.8749999699128]"
101,3.3667,"[109.222222222222, 340.0, 334.777777777778, 64.0]","[24.8888888888889, 30.0, 26.4444444444444, 31.0]"
102,3.4,"[109.111111111111, 340.285714585572, 333.888888888889, 63.3571421824633]","[24.4444444444444, 30.2142859391789, 26.2222222222222, 30.928571353607]"
103,3.4333,"[109.0, 340.57142884822, 333.0, 62.7142850915046]","[24.0, 30.4285716361651, 26.0, 30.8571427879449]"
104,3.4667,"[108.74999978125, 340.857143110869, 330.74999803125, 62.0714280005459]","[24.0, 30.6428573331514, 25.874999890625, 30.7857142222829]"
105,3.5,"[108.4999998125, 341.142857373517, 328.4999983125, 61.4285709095871]","[24.0, 30.8571430301376, 25.74999990625, 30.7142856566208]"
106,3.5333,"[108.24999984375, 341.428571636165, 326.24999859375, 60.7857138186284]","[24.0, 31.0714287271239, 25.624999921875, 30.6428570909587]"
107,3.5667,"[107.999999875, 341.714285898814, 323.999998875, 60.1428567276697]","[24.0, 31.2857144241101, 25.4999999375, 30.5714285252966]"
108,3.6,"[107.74999990625, 342.000000161462, 321.74999915625, 59.499999636711]","[24.0, 31.5000001210963, 25.374999953125, 30.4999999596345]"
109,3.6333,"[107.4999999375, 342.28571442411, 319.4999994375, 58.8571425457523]","[24.0, 31.7142858180826, 25.24999996875, 30.4285713939725]"
110,3.6667,"[107.24999996875, 342.571428686759, 317.24999971875, 58.2142854547936]","[24.0, 31.9285715150688, 25.124999984375, 30.3571428283104]"
111,3.7,"[107.0, 342.857142949407, 315.0, 57.5714283638349]","[24.0, 32.142857212055, 25.0, 30.2857142626483]"
112,3.7333,"[106.500000375, 343.142857212055, 310.500003375001, 56.9285712728761]","[24.7499994374999, 32.3571429090413, 26.2499990624998, 30.2142856969862]"
113,3.7667,"[106.00000025, 343.428571474703, 306.000002250001, 56.2857141819174]","[25.4999996249999, 32.5714286060275, 27.4999993749998, 30.1428571313242]"
114,3.8,"[105.500000125, 343.714285737352, 301.500001125, 55.6428570909587]","[26.2499998125, 32.7857143030138, 28.7499996874999, 30.0714285656621]"
115,3.8333,"[105.0, 344.0, 297.0, 55.0]","[27.0, 33.0, 30.0, 30.0]"
116,3.8667,"[105.333333333333, 344.833333372093, 292.666666666667, 54.8333333255814]","[26.6666666666667, 34.0000000465116, 29.8333333333333, 29.3333333023256]"
117,3.9,"[105.666666666667, 345.666666697674, 288.333333333333, 54.6666666604651]","[26.3333333333333, 35.0000000372093, 29.6666666666667, 28.6666666418605]"
118,3.9333,"[106.0, 346.500000023256, 284.0, 54.4999999953488]","[26.0, 36.000000027907, 29.5, 27.9999999813954]"
119,3.9667,"[106.333333333333, 347.333333348837, 279.666666666667, 54.3333333302326]","[25.6666666666667, 37.0000000186047, 29.3333333333333, 27.3333333209302]"
120,4.0,"[106.666666666667, 348.166666674419, 275.333333333333, 54.1666666651163]","[25.3333333333333, 38.0000000093023, 29.1666666666667, 26.6666666604651]"
121,4.0333,"[107.0, 349.0, 271.0, 54.0]","[25.0, 39.0, 29.0, 26.0]"
122,4.0667,"[106.39999952, 351.222222387597, 267.399997120001, 54.1111111193799]","[25.4000003199999, 39.4444444775194, 28.5999996800001, 25.5555555224806]"
123,4.1,"[105.79999964, 353.444444589147, 263.79999784, 54.2222222294574]","[25.80000024, 39.8888889178294, 28.19999976, 25.1111110821706]"
124,4.1333,"[105.19999976, 355.666666790698, 260.19999856, 54.3333333395349]","[26.20000016, 40.3333333581395, 27.79999984, 24.6666666418605]"
125,4.1667,"[104.59999988, 357.888888992248, 256.59999928, 54.4444444496124]","[26.60000008, 40.7777777984496, 27.39999992, 24.2222222015504]"
126,4.2,"[104.0, 360.111111193798, 253.0, 54.5555555596899]","[27.0, 41.2222222387597, 27.0, 23.7777777612403]"
127,4.2333,"[104.0, 362.333333395349, 250.000002571429, 54.6666666697675]","[26.7142859591837, 41.6666666790698, 27.2857140408163, 23.3333333209302]"
128,4.2667,"[104.0, 364.555555596899, 247.000002142857, 54.777777779845]","[26.4285716326531, 42.1111111193798, 27.5714283673469, 22.8888888806202]"
129,4.3,"[104.0, 366.77777779845, 244.000001714286, 54.8888888899225]","[26.1428573061225, 42.5555555596899, 27.8571426938775, 22.4444444403101]"
130,4.3333,"[104.0, 369.0, 241.000001285714, 55.0]","[25.8571429795918, 43.0, 28.1428570204082, 22.0]"
131,4.3667,"[104.0, 371.099998285814, 238.000000857143, 55.0]","[25.5714286530612, 42.4000004897675, 28.4285713469388, 22.1999998367442]"
132,4.4,"[104.0, 373.199998476279, 235.000000428571, 55.0]","[25.2857143265306, 41.8000004353489, 28.7142856734694, 22.3999998548837]"
133,4.4333,"[104.0, 375.299998666744, 232.0, 55.0]","[25.0, 41.2000003809303, 29.0, 22.5999998730232]"
134,4.4667,"[104.062499941406, 377.399998857209, 230.750001171875, 55.0]","[25.0, 40.6000003265116, 29.0, 22.7999998911628]"
135,4.5,"[104.124999945312, 379.499999047674, 229.50000109375, 55.0]","[25.0, 40.000000272093, 29.0, 22.9999999093023]"
136,4.5333,"[104.187499949219, 381.599999238139, 228.250001015625, 55.0]","[25.0, 39.4000002176744, 29.0, 23.1999999274419]"
137,4.5667,"[104.249999953125, 383.699999428605, 227.0000009375, 55.0]","[25.0, 38.8000001632558, 29.0, 23.3999999455814]"
138,4.6,"[104.312499957031, 385.79999961907, 225.750000859375, 55.0]","[25.0, 38.2000001088372, 29.0, 23.5999999637209]"
139,4.6333,"[104.374999960937, 387.899999809535, 224.50000078125, 55.0]","[25.0, 37.6000000544186, 29.0, 23.7999999818605]"
140,4.6667,"[104.437499964844, 390.0, 223.250000703125, 55.0]","[25.0, 37.0, 29.0, 24.0]"
141,4.7,"[104.49999996875, 391.444444551938, 222.000000625, 55.6666667162791]","[25.0, 37.3333333581396, 29.0, 24.3333333581395]"
142,4.7333,"[104.562499972656, 392.888888982946, 220.750000546875, 56.3333333767442]","[25.0, 37.6666666883721, 29.0, 24.6666666883721]"
143,4.7667,"[104.624999976562, 394.333333413953, 219.50000046875, 57.0000000372093]","[25.0, 38.0000000186047, 29.0, 25.0000000186046]"
144,4.8,"[104.687499980469, 395.777777844961, 218.250000390625, 57.6666666976744]","[25.0, 38.3333333488372, 29.0, 25.3333333488372]"
145,4.8333,"[104.749999984375, 397.222222275969, 217.0000003125, 58.3333333581395]","[25.0, 38.6666666790698, 29.0, 25.6666666790698]"
146,4.8667,"[104.812499988281, 398.666666706977, 215.750000234375, 59.0000000186046]","[25.0, 39.0000000093023, 29.0, 26.0000000093023]"
147,4.9,"[104.874999992187, 400.111111137984, 214.50000015625, 59.6666666790698]","[25.0, 39.3333333395349, 29.0, 26.3333333395349]"
148,4.9333,"[104.937499996094, 401.555555568992, 213.250000078125, 60.3333333395349]","[25.0, 39.6666666697674, 29.0, 26.6666666697674]"
149,4.9667,"[105.0, 403.0, 212.0, 61.0]","[25.0, 40.0, 29.0, 27.0]"
150,5.0,"[104.923076781065, 405.142860935927, 211.538460686391, 63.1428609359268]","[25.3846160946744, 39.8571426042715, 29.0, 27.1428573957284]"
151,5.0333,"[104.846153715976, 407.285717446606, 211.076922295858, 65.2857174466057]","[25.7692314201182, 39.7142855035596, 29.0, 27.2857144964404]"
152,5.0667,"[104.769230650888, 409.428573957284, 210.615383905326, 67.4285739572845]","[26.153846745562, 39.5714284028477, 29.0, 27.4285715971523]"
153,5.1,"[104.692307585799, 411.571430467963, 210.153845514793, 69.5714304679634]","[26.5384620710058, 39.4285713021358, 29.0, 27.5714286978642]"
154,5.1333,"[104.61538452071, 413.714286978642, 209.69230712426, 71.7142869786423]","[26.9230773964496, 39.2857142014238, 29.0, 27.7142857985761]"
155,5.1667,"[104.538461455621, 415.857143489321, 209.230768733728, 73.8571434893211]","[27.3076927218934, 39.1428571007119, 29.0, 27.8571428992881]"
156,5.2,"[104.461538390533, 418.0, 208.769230343195, 76.0]","[27.6923080473372, 39.0, 29.0, 28.0]"
157,5.2333,"[104.384615325444, 419.749997051453, 208.307691952663, 78.2499962090107]","[28.076923372781, 39.1249997893895, 29.0, 27.8750002106105]"
158,5.2667,"[104.307692260355, 421.499997472674, 207.84615356213, 80.4999967505806]","[28.4615386982248, 39.2499998194767, 29.0, 27.7500001805233]"
159,5.3,"[104.230769195266, 423.249997893895, 207.384615171598, 82.7499972921505]","[28.8461540236686, 39.3749998495639, 29.0, 27.6250001504361]"
160,5.3333,"[104.153846130178, 424.999998315116, 206.923076781065, 84.9999978337204]","[29.2307693491124, 39.4999998796511, 29.0, 27.5000001203489]"
161,5.3667,"[104.076923065089, 426.749998736337, 206.461538390533, 87.2499983752903]","[29.6153846745562, 39.6249999097384, 29.0, 27.3750000902617]"
162,5.4,"[104.0, 428.499999157558, 206.0, 89.4999989168602]","[30.0, 39.7499999398256, 29.0, 27.2500000601744]"
163,5.4333,"[104.25, 430.249999578779, 204.833333333333, 91.7499994584301]","[29.75, 39.8749999699128, 29.0833333333333, 27.1250000300872]"
164,5.4667,"[104.5, 432.0, 203.666666666667, 94.0]","[29.5, 40.0, 29.1666666666667, 27.0]"
165,5.5,"[104.75, 433.250001175145, 202.5, 95.7500016452032]","[29.25, 40.1250001175145, 29.25, 26.8749998824855]"
166,5.5333,"[105.0, 434.500001007267, 201.333333333333, 97.5000014101742]","[29.0, 40.2500001007267, 29.3333333333333, 26.7499998992733]"
167,5.5667,"[105.25, 435.750000839389, 200.166666666667, 99.2500011751452]","[28.75, 40.3750000839389, 29.4166666666667, 26.6249999160611]"
168,5.6,"[105.5, 437.000000671512, 199.0, 101.000000940116]","[28.5, 40.5000000671511, 29.5, 26.4999999328489]"
169,5.6333,"[105.75, 438.250000503634, 197.833333333333, 102.750000705087]","[28.25, 40.6250000503634, 29.5833333333333, 26.3749999496366]"
170,5.6667,"[106.0, 439.500000335756, 196.666666666667, 104.500000470058]","[28.0, 40.7500000335756, 29.6666666666667, 26.2499999664244]"
171,5.7,"[106.25, 440.750000167878, 195.5, 106.250000235029]","[27.75, 40.8750000167878, 29.75, 26.1249999832122]"
172,5.7333,"[106.5, 442.0, 194.333333333333, 108.0]","[27.5, 41.0, 29.8333333333333, 26.0]"
173,5.7667,"[106.75, 442.375000352544, 193.166666666667, 108.875000822602]","[27.25, 40.8749998824855, 29.9166666666667, 25.4999995299419]"
174,5.8,"[107.0, 442.75000030218, 192.0, 109.750000705087]","[27.0, 40.7499998992733, 30.0, 24.9999995970931]"
175,5.8333,"[107.124999882812, 443.125000251817, 191.687500292969, 110.625000587573]","[27.249999765625, 40.6249999160611, 30.1249998828125, 24.4999996642442]"
176,5.8667,"[107.249999890625, 443.500000201454, 191.375000273438, 111.500000470058]","[27.49999978125, 40.4999999328489, 30.249999890625, 23.9999997313954]"
177,5.9,"[107.374999898437, 443.87500015109, 191.062500253906, 112.375000352544]","[27.749999796875, 40.3749999496366, 30.3749998984375, 23.4999997985465]"
178,5.9333,"[107.49999990625, 444.250000100727, 190.750000234375, 113.250000235029]","[27.9999998125, 40.2499999664244, 30.49999990625, 22.9999998656977]"
179,5.9667,"[107.624999914062, 444.625000050363, 190.437500214844, 114.125000117515]","[28.249999828125, 40.1249999832122, 30.6249999140625, 22.4999999328488]"
180,6.0,"[107.749999921875, 445.0, 190.125000195313, 115.0]","[28.49999984375, 40.0, 30.749999921875, 22.0]"
181,6.0333,"[107.874999929687, 444.250001263663, 189.812500175781, 113.375002737937]","[28.749999859375, 40.1249997893895, 30.8749999296875, 23.2499978938948]"
182,6.0667,"[107.9999999375, 443.50000108314, 189.50000015625, 111.750002346803]","[28.999999875, 40.2499998194767, 30.9999999375, 24.499998194767]"
183,6.1,"[108.124999945312, 442.750000902617, 189.187500136719, 110.125001955669]","[29.249999890625, 40.3749998495639, 31.1249999453125, 25.7499984956392]"
184,6.1333,"[108.249999953125, 442.000000722093, 188.875000117188, 108.500001564535]","[29.49999990625, 40.4999998796511, 31.249999953125, 26.9999987965113]"
185,6.1667,"[108.374999960937, 441.25000054157, 188.562500097656, 106.875001173401]","[29.749999921875, 40.6249999097384, 31.3749999609375, 28.2499990973835]"
186,6.2,"[108.49999996875, 440.500000361047, 188.250000078125, 105.250000782268]","[29.9999999375, 40.7499999398256, 31.49999996875, 29.4999993982557]"
187,6.2333,"[108.624999976562, 439.750000180523, 187.937500058594, 103.625000391134]","[30.249999953125, 40.8749999699128, 31.6249999765625, 30.7499996991278]"
188,6.2667,"[108.749999984375, 439.0, 187.625000039063, 102.0]","[30.49999996875, 41.0, 31.749999984375, 32.0]"
189,6.3,"[108.874999992187, 438.099998304651, 187.312500019531, 99.6999956674427]","[30.749999984375, 41.0, 31.8749999921875, 31.7999996232559]"
190,6.3333,"[109.0, 437.199998493023, 187.0, 97.399996148838]","[31.0, 41.0, 32.0, 31.5999996651163]"
191,6.3667,"[109.111111111111, 436.299998681396, 186.722222222222, 95.0999966302332]","[30.7222222222222, 41.0, 31.8333333333334, 31.3999997069768]"
192,6.4,"[109.222222222222, 435.399998869768, 186.444444444444, 92.7999971116285]","[30.4444444444445, 41.0, 31.6666666666667, 31.1999997488373]"
