,time,object_1,object_2
65,2.1667,"[355.090908628099, 63.8000016800002, 345.272727793389, 438.19999952]","[27.0, 28.60000036, 28.3636364214876, 21.80000018]"
66,2.2,"[354.363635966942, 61.0000014000001, 346.09090953719, 438.9999996]","[27.0, 28.0000003, 28.4545455041322, 21.50000015]"
67,2.2333,"[353.636363305785, 58.2000011200001, 346.909091280992, 439.79999968]","[27.0, 27.40000024, 28.5454545867769, 21.20000012]"
68,2.2667,"[352.909090644628, 55.4000008400001, 347.727273024793, 440.59999976]","[27.0, 26.80000018, 28.6363636694215, 20.90000009]"
69,2.3,"[352.181817983471, 52.6000005600001, 348.545454768595, 441.39999984]","[27.0, 26.20000012, 28.7272727520661, 20.60000006]"
70,2.3333,"[351.454545322314, 49.80000028, 349.363636512397, 442.19999992]","[27.0, 25.60000006, 28.8181818347107, 20.30000003]"
71,2.3667,"[350.727272661157, 47.0, 350.181818256198, 443.0]","[27.0, 25.0, 28.9090909173554, 20.0]"
72,2.4,"[350.0, 43.8571374693893, 351.0, 443.714286938775]","[27.0, 25.0, 29.0, 20.5714295510201]"
73,2.4333,"[349.416666666666, 40.7142812244911, 352.083333333334, 444.428572448979]","[26.6666666666667, 25.0, 28.6666666666667, 21.1428579591834]"
74,2.4667,"[348.833333333333, 37.5714249795928, 353.166666666667, 445.142857959183]","[26.3333333333333, 25.0, 28.3333333333333, 21.7142863673468]"
75,2.5,"[348.25, 34.4285687346946, 354.25, 445.857143469388]","[26.0, 25.0, 28.0, 22.2857147755101]"
76,2.5333,"[347.666666666667, 31.2857124897964, 355.333333333333, 446.571428979592]","[25.6666666666667, 25.0, 27.6666666666667, 22.8571431836734]"
77,2.5667,"[347.083333333333, 28.1428562448982, 356.416666666667, 447.285714489796]","[25.3333333333333, 25.0, 27.3333333333333, 23.4285715918367]"
78,2.6,"[346.5, 25.0, 357.5, 448.0]","[25.0, 25.0, 27.0, 24.0]"
79,2.6333,"[345.916666666667, 23.0, 358.583333333333, 448.777777777778]","[24.6666666666667, 24.6666666666667, 26.6666666666667, 23.5555555555556]"
80,2.6667,"[345.333333333333, 21.0, 359.666666666667, 449.555555555556]","[24.3333333333333, 24.3333333333333, 26.3333333333333, 23.1111111111111]"
81,2.7,"[344.75, 19.0, 360.75, 450.333333333333]","[24.0, 24.0, 26.0, 22.6666666666667]"
82,2.7333,"[344.166666666667, 17.0, 361.833333333333, 451.111111111111]","[23.6666666666667, 23.6666666666667, 25.6666666666667, 22.2222222222222]"
83,2.7667,"[343.583333333333, 15.0, 362.916666666667, 451.888888888889]","[23.3333333333333, 23.3333333333333, 25.3333333333333, 21.7777777777778]"
84,2.8,"[343.0, 13.0, 364.0, 452.666666666667]","[23.0, 23.0, 25.0, 21.3333333333333]"
85,2.8333,"[342.20000072, 11.0, 364.79999928, 453.444444444444]","[23.29999973, 22.6666666666667, 25.19999982, 20.8888888888889]"
86,2.8667,"[341.40000064, 9.0, 365.59999936, 454.222222222222]","[23.59999976, 22.3333333333333, 25.39999984, 20.4444444444444]"
87,2.9,"[340.60000056, 7.0, 366.39999944, 455.0]","[23.0, 22.0, 25.0, 20.0]"
88,2.9333,"[339.80000048, 367.19999952, 24.19999982, 25.79999988]","[nan, nan, nan, nan]"
89,2.9667,"[339.0000004, 367.9999996, 24.49999985, 25.9999999]","[nan, nan, nan, nan]"
90,3.0,"[338.20000032, 368.79999968, 24.79999988, 26.19999992]","[nan, nan, nan, nan]"
91,3.0333,"[337.40000024, 369.59999976, 25.09999991, 26.39999994]","[nan, nan, nan, nan]"
92,3.0667,"[336.60000016, 370.39999984, 25.39999994, 26.59999996]","[nan, nan, nan, nan]"
93,3.1,"[335.80000008, 371.19999992, 25.69999997, 26.79999998]","[nan, nan, nan, nan]"
94,3.1333,"[335.0, 372.0, 26.0, 27.0]","[nan, nan, nan, nan]"
95,3.1667,"[334.222222222222, 373.222222222222, 26.5555555555556, 26.4444444444444]","[nan, nan, nan, nan]"
96,3.2,"[333.444444444444, 374.444444444444, 27.1111111111111, 25.8888888888889]","[nan, nan, nan, nan]"
97,3.2333,"[332.666666666667, 375.666666666667, 27.6666666666667, 25.3333333333333]","[nan, nan, nan, nan]"
98,3.2667,"[331.888888888889, 376.888888888889, 28.2222222222222, 24.7777777777778]","[nan, nan, nan, nan]"
99,3.3,"[331.111111111111, 378.111111111111, 28.7777777777778, 24.2222222222222]","[nan, nan, nan, nan]"
100,3.3333,"[330.333333333333, 379.333333333333, 29.3333333333333, 23.6666666666667]","[nan, nan, nan, nan]"
101,3.3667,"[329.555555555556, 380.555555555556, 29.8888888888889, 23.1111111111111]","[nan, nan, nan, nan]"
102,3.4,"[328.777777777778, 381.777777777778, 30.4444444444444, 22.5555555555556]","[nan, nan, nan, nan]"
103,3.4333,"[328.0, 383.0, 31.0, 22.0]","[nan, nan, nan, nan]"
104,3.4667,"[327.636363305785, 383.363636694215, 30.1818174380166, 22.3636366942148]","[nan, nan, nan, nan]"
105,3.5,"[327.272726975207, 383.727273024793, 29.3636356942149, 22.7272730247934]","[nan, nan, nan, nan]"
106,3.5333,"[326.909090644628, 384.090909355372, 28.5454539504133, 23.0909093553719]","[nan, nan, nan, nan]"
107,3.5667,"[326.54545431405, 384.45454568595, 27.7272722066116, 23.4545456859504]","[nan, nan, nan, nan]"
108,3.6,"[326.181817983471, 384.818182016529, 26.90909046281, 23.8181820165289]","[nan, nan, nan, nan]"
109,3.6333,"[325.818181652893, 385.181818347107, 26.0909087190083, 24.1818183471074]","[nan, nan, nan, nan]"
110,3.6667,"[325.454545322314, 385.545454677686, 25.2727269752066, 24.5454546776859]","[nan, nan, nan, nan]"
111,3.7,"[325.090908991736, 385.909091008264, 24.454545231405, 24.9090910082645]","[nan, nan, nan, nan]"
112,3.7333,"[324.727272661157, 386.272727338843, 23.6363634876033, 25.272727338843]","[nan, nan, nan, nan]"
113,3.7667,"[324.363636330579, 386.636363669421, 22.8181817438017, 25.6363636694215]","[nan, nan, nan, nan]"
114,3.8,"[324.0, 387.0, 22.0, 26.0]","[nan, nan, nan, nan]"
115,3.8333,"[323.428571918367, 387.857142122449, 22.1428570204082, 25.1428578775511]","[nan, nan, nan, nan]"
116,3.8667,"[322.857143265306, 388.714285102041, 22.2857141836735, 24.2857148979593]","[nan, nan, nan, nan]"
117,3.9,"[322.285714612245, 389.571428081633, 22.4285713469388, 23.4285719183674]","[nan, nan, nan, nan]"
118,3.9333,"[321.714285959184, 390.428571061224, 22.5714285102041, 22.5714289387756]","[nan, nan, nan, nan]"
119,3.9667,"[321.142857306122, 391.285714040816, 22.7142856734694, 21.7142859591837]","[nan, nan, nan, nan]"
120,4.0,"[320.571428653061, 392.142857020408, 22.8571428367347, 20.8571429795919]","[nan, nan, nan, nan]"
121,4.0333,"[320.0, 393.0, 23.0, 20.0]","[nan, nan, nan, nan]"
122,4.0667,"[318.49999925, 391.49999925, 24.0000004999997, 21.5000007499996]","[nan, nan, nan, nan]"
123,4.1,"[317.0, 390.0, 25.0, 23.0]","[nan, nan, nan, nan]"
124,4.1333,"[317.041666666666, 389.5, 24.875, 23.0416666666666]","[nan, nan, nan, nan]"
125,4.1667,"[317.083333333333, 389.0, 24.75, 23.0833333333333]","[nan, nan, nan, nan]"
126,4.2,"[317.125, 388.5, 24.625, 23.125]","[nan, nan, nan, nan]"
127,4.2333,"[317.166666666666, 388.0, 24.5, 23.1666666666666]","[nan, nan, nan, nan]"
128,4.2667,"[317.208333333333, 387.5, 24.375, 23.2083333333333]","[nan, nan, nan, nan]"
129,4.3,"[317.25, 387.0, 24.25, 23.25]","[nan, nan, nan, nan]"
130,4.3333,"[317.291666666666, 386.5, 24.125, 23.2916666666666]","[nan, nan, nan, nan]"
131,4.3667,"[317.333333333333, 386.0, 24.0, 23.3333333333333]","[nan, nan, nan, nan]"
132,4.4,"[317.375, 385.5, 23.875, 23.375]","[nan, nan, nan, nan]"
133,4.4333,"[317.416666666666, 385.0, 23.75, 23.4166666666667]","[nan, nan, nan, nan]"
134,4.4667,"[317.458333333333, 384.5, 23.625, 23.4583333333333]","[nan, nan, nan, nan]"
135,4.5,"[317.5, 384.0, 23.5, 23.5]","[nan, nan, nan, nan]"
136,4.5333,"[317.541666666666, 383.5, 23.375, 23.5416666666667]","[nan, nan, nan, nan]"
137,4.5667,"[317.583333333333, 383.0, 23.25, 23.5833333333333]","[nan, nan, nan, nan]"
138,4.6,"[317.625, 382.5, 23.125, 23.625]","[nan, nan, nan, nan]"
139,4.6333,"[317.666666666667, 382.0, 23.0, 23.6666666666667]","[nan, nan, nan, nan]"
140,4.6667,"[317.708333333333, 381.5, 22.875, 23.7083333333333]","[nan, nan, nan, nan]"
141,4.7,"[317.75, 381.0, 22.75, 23.75]","[nan, nan, nan, nan]"
142,4.7333,"[317.791666666667, 380.5, 22.625, 23.7916666666667]","[nan, nan, nan, nan]"
143,4.7667,"[317.833333333333, 380.0, 22.5, 23.8333333333333]","[nan, nan, nan, nan]"
144,4.8,"[317.875, 379.5, 22.375, 23.875]","[nan, nan, nan, nan]"
145,4.8333,"[317.916666666667, 379.0, 22.25, 23.9166666666667]","[nan, nan, nan, nan]"
146,4.8667,"[317.958333333333, 378.5, 22.125, 23.9583333333333]","[nan, nan, nan, nan]"
147,4.9,"[318.0, 378.0, 22.0, 24.0]","[nan, nan, nan, nan]"
148,4.9333,"[318.266666666667, 377.4, 22.0666666666667, 23.9333333333333]","[nan, nan, nan, nan]"
149,4.9667,"[318.533333333334, 376.8, 22.1333333333333, 23.8666666666667]","[nan, nan, nan, nan]"
150,5.0,"[318.8, 376.2, 22.2, 23.8]","[nan, nan, nan, nan]"
151,5.0333,"[319.066666666667, 375.6, 22.2666666666667, 23.7333333333333]","[nan, nan, nan, nan]"
152,5.0667,"[319.333333333333, 375.0, 22.3333333333333, 23.6666666666667]","[nan, nan, nan, nan]"
153,5.1,"[319.6, 374.4, 22.4, 23.6]","[nan, nan, nan, nan]"
154,5.1333,"[319.866666666667, 373.8, 22.4666666666667, 23.5333333333333]","[nan, nan, nan, nan]"
155,5.1667,"[320.133333333333, 373.2, 22.5333333333333, 23.4666666666667]","[nan, nan, nan, nan]"
156,5.2,"[320.4, 372.6, 22.6, 23.4]","[nan, nan, nan, nan]"
157,5.2333,"[320.666666666667, 372.0, 22.6666666666667, 23.3333333333333]","[nan, nan, nan, nan]"
158,5.2667,"[320.933333333333, 371.4, 22.7333333333333, 23.2666666666667]","[nan, nan, nan, nan]"
159,5.3,"[321.2, 370.8, 22.8, 23.2]","[nan, nan, nan, nan]"
160,5.3333,"[321.466666666667, 370.2, 22.8666666666667, 23.1333333333333]","[nan, nan, nan, nan]"
161,5.3667,"[321.733333333333, 369.6, 22.9333333333333, 23.0666666666667]","[nan, nan, nan, nan]"
162,5.4,"[322.0, 369.0, 23.0, 23.0]","[nan, nan, nan, nan]"
163,5.4333,"[321.941176581315, 368.294118975778, 23.1764702560553, 23.0588234186851]","[nan, nan, nan, nan]"
164,5.4667,"[321.882353044983, 367.588236539792, 23.3529408650519, 23.1176469550173]","[nan, nan, nan, nan]"
165,5.5,"[321.82352950865, 366.882354103806, 23.5294114740484, 23.1764704913495]","[nan, nan, nan, nan]"
166,5.5333,"[321.764705972318, 366.17647166782, 23.705882083045, 23.2352940276817]","[nan, nan, nan, nan]"
167,5.5667,"[321.705882435986, 365.470589231834, 23.8823526920415, 23.2941175640138]","[nan, nan, nan, nan]"
168,5.6,"[321.647058899654, 364.764706795848, 24.058823301038, 23.352941100346]","[nan, nan, nan, nan]"
169,5.6333,"[321.588235363322, 364.058824359862, 24.2352939100346, 23.4117646366782]","[nan, nan, nan, nan]"
170,5.6667,"[321.52941182699, 363.352941923875, 24.4117645190311, 23.4705881730104]","[nan, nan, nan, nan]"
171,5.7,"[321.470588290657, 362.647059487889, 24.5882351280277, 23.5294117093426]","[nan, nan, nan, nan]"
172,5.7333,"[321.411764754325, 361.941177051903, 24.7647057370242, 23.5882352456747]","[nan, nan, nan, nan]"
173,5.7667,"[321.352941217993, 361.235294615917, 24.9411763460207, 23.6470587820069]","[nan, nan, nan, nan]"
174,5.8,"[321.294117681661, 360.529412179931, 25.1176469550173, 23.7058823183391]","[nan, nan, nan, nan]"
175,5.8333,"[321.235294145329, 359.823529743945, 25.2941175640138, 23.7647058546713]","[nan, nan, nan, nan]"
176,5.8667,"[321.176470608997, 359.117647307958, 25.4705881730104, 23.8235293910035]","[nan, nan, nan, nan]"
177,5.9,"[321.117647072664, 358.411764871972, 25.6470587820069, 23.8823529273356]","[nan, nan, nan, nan]"
178,5.9333,"[321.058823536332, 357.705882435986, 25.8235293910035, 23.9411764636678]","[nan, nan, nan, nan]"
179,5.9667,"[321.0, 357.0, 26.0, 24.0]","[nan, nan, nan, nan]"
180,6.0,"[321.28571455102, 356.785714086735, 25.7142854489796, 24.0]","[nan, nan, nan, nan]"
181,6.0333,"[321.571428816326, 356.571428387755, 25.4285711836735, 24.0]","[nan, nan, nan, nan]"
182,6.0667,"[321.857143081633, 356.357142688776, 25.1428569183673, 24.0]","[nan, nan, nan, nan]"
183,6.1,"[322.142857346939, 356.142856989796, 24.8571426530612, 24.0]","[nan, nan, nan, nan]"
184,6.1333,"[322.428571612245, 355.928571290816, 24.5714283877551, 24.0]","[nan, nan, nan, nan]"
185,6.1667,"[322.714285877551, 355.714285591837, 24.285714122449, 24.0]","[nan, nan, nan, nan]"
186,6.2,"[323.000000142857, 355.499999892857, 23.9999998571429, 24.0]","[nan, nan, nan, nan]"
187,6.2333,"[323.285714408163, 355.285714193878, 23.7142855918367, 24.0]","[nan, nan, nan, nan]"
188,6.2667,"[323.571428673469, 355.071428494898, 23.4285713265306, 24.0]","[nan, nan, nan, nan]"
189,6.3,"[323.857142938775, 354.857142795918, 23.1428570612245, 24.0]","[nan, nan, nan, nan]"
190,6.3333,"[324.142857204082, 354.642857096939, 22.8571427959184, 24.0]","[nan, nan, nan, nan]"
191,6.3667,"[324.428571469388, 354.428571397959, 22.5714285306122, 24.0]","[nan, nan, nan, nan]"
192,6.4,"[324.714285734694, 354.21428569898, 22.2857142653061, 24.0]","[nan, nan, nan, nan]"
193,6.4333,"[325.0, 354.0, 22.0, 24.0]","[nan, nan, nan, nan]"
194,6.4667,"[325.0, 353.5294113218, 22.1176471695501, 24.1764707543252]","[nan, nan, nan, nan]"
195,6.5,"[325.0, 353.058823114187, 22.2352942214533, 24.3529413321799]","[nan, nan, nan, nan]"
196,6.5333,"[325.0, 352.588234906575, 22.3529412733564, 24.5294119100346]","[nan, nan, nan, nan]"
197,6.5667,"[325.0, 352.117646698962, 22.4705883252595, 24.7058824878893]","[nan, nan, nan, nan]"
198,6.6,"[325.0, 351.64705849135, 22.5882353771626, 24.8823530657439]","[nan, nan, nan, nan]"
199,6.6333,"[325.0, 351.176470283737, 22.7058824290657, 25.0588236435986]","[nan, nan, nan, nan]"
200,6.6667,"[325.0, 350.705882076125, 22.8235294809688, 25.2352942214533]","[nan, nan, nan, nan]"
201,6.7,"[325.0, 350.235293868512, 22.941176532872, 25.4117647993079]","[nan, nan, nan, nan]"
202,6.7333,"[325.0, 349.7647056609, 23.0588235847751, 25.5882353771626]","[nan, nan, nan, nan]"
203,6.7667,"[325.0, 349.294117453287, 23.1764706366782, 25.7647059550173]","[nan, nan, nan, nan]"
204,6.8,"[325.0, 348.823529245675, 23.2941176885813, 25.941176532872]","[nan, nan, nan, nan]"
205,6.8333,"[325.0, 348.352941038062, 23.4117647404844, 26.1176471107266]","[nan, nan, nan, nan]"
206,6.8667,"[325.0, 347.88235283045, 23.5294117923875, 26.2941176885813]","[nan, nan, nan, nan]"
207,6.9,"[325.0, 347.411764622837, 23.6470588442907, 26.470588266436]","[nan, nan, nan, nan]"
208,6.9333,"[325.0, 346.941176415225, 23.7647058961938, 26.6470588442907]","[nan, nan, nan, nan]"
209,6.9667,"[325.0, 346.470588207612, 23.8823529480969, 26.8235294221453]","[nan, nan, nan, nan]"
210,7.0,"[325.0, 346.0, 24.0, 27.0]","[nan, nan, nan, nan]"
211,7.0333,"[324.851851851852, 345.962962962962, 24.1111111111111, 27.0]","[nan, nan, nan, nan]"
212,7.0667,"[324.703703703704, 345.925925925925, 24.2222222222222, 27.0]","[nan, nan, nan, nan]"
213,7.1,"[324.555555555556, 345.888888888888, 24.3333333333333, 27.0]","[nan, nan, nan, nan]"
214,7.1333,"[324.407407407408, 345.851851851851, 24.4444444444445, 27.0]","[nan, nan, nan, nan]"
215,7.1667,"[324.259259259259, 345.814814814814, 24.5555555555556, 27.0]","[nan, nan, nan, nan]"
216,7.2,"[324.111111111111, 345.777777777777, 24.6666666666667, 27.0]","[nan, nan, nan, nan]"
217,7.2333,"[323.962962962963, 345.74074074074, 24.7777777777778, 27.0]","[nan, nan, nan, nan]"
218,7.2667,"[323.814814814815, 345.703703703703, 24.8888888888889, 27.0]","[nan, nan, nan, nan]"
219,7.3,"[323.666666666667, 345.666666666666, 25.0, 27.0]","[nan, nan, nan, nan]"
220,7.3333,"[323.518518518519, 345.629629629629, 25.1111111111111, 27.0]","[nan, nan, nan, nan]"
221,7.3667,"[323.37037037037, 345.592592592592, 25.2222222222222, 27.0]","[nan, nan, nan, nan]"
222,7.4,"[323.222222222222, 345.555555555555, 25.3333333333333, 27.0]","[nan, nan, nan, nan]"
223,7.4333,"[323.074074074074, 345.518518518518, 25.4444444444444, 27.0]","[nan, nan, nan, nan]"
224,7.4667,"[322.925925925926, 345.481481481481, 25.5555555555556, 27.0]","[nan, nan, nan, nan]"
225,7.5,"[322.777777777778, 345.444444444444, 25.6666666666667, 27.0]","[nan, nan, nan, nan]"
226,7.5333,"[322.62962962963, 345.407407407407, 25.7777777777778, 27.0]","[nan, nan, nan, nan]"
227,7.5667,"[322.481481481482, 345.37037037037, 25.8888888888889, 27.0]","[nan, nan, nan, nan]"
228,7.6,"[322.333333333333, 345.333333333333, 26.0, 27.0]","[nan, nan, nan, nan]"
229,7.6333,"[322.185185185185, 345.296296296296, 26.1111111111111, 27.0]","[nan, nan, nan, nan]"
230,7.6667,"[322.037037037037, 345.259259259259, 26.2222222222222, 27.0]","[nan, nan, nan, nan]"
231,7.7,"[321.888888888889, 345.222222222222, 26.3333333333333, 27.0]","[nan, nan, nan, nan]"
232,7.7333,"[321.740740740741, 345.185185185185, 26.4444444444444, 27.0]","[nan, nan, nan, nan]"
233,7.7667,"[321.592592592593, 345.148148148148, 26.5555555555556, 27.0]","[nan, nan, nan, nan]"
234,7.8,"[321.444444444444, 345.111111111111, 26.6666666666667, 27.0]","[nan, nan, nan, nan]"
235,7.8333,"[321.296296296296, 345.074074074074, 26.7777777777778, 27.0]","[nan, nan, nan, nan]"
