,time,object_1,object_2
91,3.0333,"[543.99999684106, 176.500000855546, 23.4999996709438, 25.4999999341888]","[nan, nan, nan, nan]"
92,3.0667,"[546.999996446193, 175.687500962489, 23.8124996298117, 25.5624999259624]","[nan, nan, nan, nan]"
93,3.1,"[549.999996051325, 174.875001069433, 24.1249995886797, 25.624999917736]","[nan, nan, nan, nan]"
94,3.1333,"[552.999995656458, 174.062501176376, 24.4374995475477, 25.6874999095096]","[nan, nan, nan, nan]"
95,3.1667,"[555.99999526159, 173.250001283319, 24.7499995064156, 25.7499999012831]","[nan, nan, nan, nan]"
96,3.2,"[558.999994866723, 172.437501390263, 25.0624994652836, 25.8124998930567]","[nan, nan, nan, nan]"
97,3.2333,"[561.999994471855, 171.625001497206, 25.3749994241516, 25.8749998848303]","[nan, nan, nan, nan]"
98,3.2667,"[564.999994076988, 170.812501604149, 25.6874993830196, 25.9374998766039]","[nan, nan, nan, nan]"
99,3.3,"[568.0, 170.0, 26.0, 26.0]","[nan, nan, nan, nan]"
100,3.3333,"[569.400000130728, 168.499999859934, 26.5000000466887, 26.7000000653642]","[nan, nan, nan, nan]"
101,3.3667,"[570.800000261457, 166.999999719868, 27.0000000933775, 27.4000001307285]","[nan, nan, nan, nan]"
102,3.4,"[572.200000392185, 165.499999579801, 27.5000001400662, 28.1000001960927]","[nan, nan, nan, nan]"
103,3.4333,"[573.600000522914, 163.999999439735, 28.000000186755, 28.800000261457]","[nan, nan, nan, nan]"
104,3.4667,"[575.000000653642, 162.499999299669, 28.5000002334437, 29.5000003268212]","[nan, nan, nan, nan]"
105,3.5,"[576.400000784371, 160.999999159603, 29.0000002801325, 30.2000003921855]","[nan, nan, nan, nan]"
106,3.5333,"[577.800000915099, 159.499999019536, 29.5000003268212, 30.9000004575497]","[nan, nan, nan, nan]"
107,3.5667,"[579.200001045828, 157.99999887947, 30.00000037351, 31.6000005229139]","[nan, nan, nan, nan]"
108,3.6,"[580.600001176556, 156.499998739404, 30.5000004201987, 32.3000005882782]","[nan, nan, nan, nan]"
109,3.6333,"[582.0, 155.0, 31.0, 33.0]","[nan, nan, nan, nan]"
110,3.6667,"[583.300000121391, 155.300000028013, 30.0999999159603, 32.199999925298]","[nan, nan, nan, nan]"
111,3.7,"[584.600000242782, 155.600000056026, 29.1999998319205, 31.399999850596]","[nan, nan, nan, nan]"
112,3.7333,"[585.900000364172, 155.90000008404, 28.2999997478808, 30.599999775894]","[nan, nan, nan, nan]"
113,3.7667,"[587.200000485563, 156.200000112053, 27.399999663841, 29.799999701192]","[nan, nan, nan, nan]"
114,3.8,"[588.500000606954, 156.500000140066, 26.4999995798013, 28.99999962649]","[nan, nan, nan, nan]"
115,3.8333,"[589.800000728345, 156.800000168079, 25.5999994957615, 28.199999551788]","[nan, nan, nan, nan]"
116,3.8667,"[591.100000849735, 157.100000196093, 24.6999994117218, 27.399999477086]","[nan, nan, nan, nan]"
117,3.9,"[592.400000971126, 157.400000224106, 23.7999993276821, 26.599999402384]","[nan, nan, nan, nan]"
118,3.9333,"[593.700001092517, 157.700000252119, 22.8999992436423, 25.7999993276821]","[nan, nan, nan, nan]"
119,3.9667,"[595.0, 158.0, 22.0, 25.0]","[nan, nan, nan, nan]"
120,4.0,"[595.999999993378, 158.0, 21.3333333377483, 25.0]","[nan, nan, nan, nan]"
121,4.0333,"[596.999999986755, 158.0, 20.6666666754967, 25.0]","[nan, nan, nan, nan]"
122,4.0667,"[597.999999980133, 158.0, 20.000000013245, 25.0]","[nan, nan, nan, nan]"
123,4.1,"[598.99999997351, 158.0, 19.3333333509934, 25.0]","[nan, nan, nan, nan]"
124,4.1333,"[599.999999966888, 158.0, 18.6666666887417, 25.0]","[nan, nan, nan, nan]"
125,4.1667,"[601.0, 158.0, 18.0, 25.0]","[nan, nan, nan, nan]"
126,4.2,"[601.461538387476, 157.769230806262, 18.0769230645793, 25.0769230645793]","[nan, nan, nan, nan]"
127,4.2333,"[601.923076774952, 157.538461612524, 18.1538461291587, 25.1538461291587]","[nan, nan, nan, nan]"
128,4.2667,"[602.384615162428, 157.307692418786, 18.230769193738, 25.230769193738]","[nan, nan, nan, nan]"
129,4.3,"[602.846153549904, 157.076923225048, 18.3076922583173, 25.3076922583173]","[nan, nan, nan, nan]"
130,4.3333,"[603.30769193738, 156.84615403131, 18.3846153228967, 25.3846153228967]","[nan, nan, nan, nan]"
131,4.3667,"[603.769230324856, 156.615384837572, 18.461538387476, 25.461538387476]","[nan, nan, nan, nan]"
132,4.4,"[604.230768712332, 156.384615643834, 18.5384614520554, 25.5384614520554]","[nan, nan, nan, nan]"
133,4.4333,"[604.692307099808, 156.153846450096, 18.6153845166347, 25.6153845166347]","[nan, nan, nan, nan]"
134,4.4667,"[605.153845487284, 155.923077256358, 18.692307581214, 25.692307581214]","[nan, nan, nan, nan]"
135,4.5,"[605.61538387476, 155.69230806262, 18.7692306457934, 25.7692306457934]","[nan, nan, nan, nan]"
136,4.5333,"[606.076922262236, 155.461538868882, 18.8461537103727, 25.8461537103727]","[nan, nan, nan, nan]"
137,4.5667,"[606.538460649712, 155.230769675144, 18.923076774952, 25.923076774952]","[nan, nan, nan, nan]"
138,4.6,"[607.0, 155.0, 19.0, 26.0]","[nan, nan, nan, nan]"
139,4.6333,"[608.500000365066, 156.250000304222, 18.4999998783112, 24.7499996957781]","[nan, nan, nan, nan]"
140,4.6667,"[610.000000730133, 157.500000608444, 17.9999997566225, 23.4999993915561]","[nan, nan, nan, nan]"
141,4.7,"[611.500001095199, 158.750000912666, 17.4999996349337, 22.2499990873342]","[nan, nan, nan, nan]"
142,4.7333,"[613.0, 160.0, 17.0, 21.0]","[nan, nan, nan, nan]"
143,4.7667,"[613.400000037351, 160.0, 16.6999999719868, 20.8999999906623]","[nan, nan, nan, nan]"
144,4.8,"[613.800000074702, 160.0, 16.3999999439735, 20.7999999813245]","[nan, nan, nan, nan]"
145,4.8333,"[614.200000112053, 160.0, 16.0999999159603, 20.6999999719868]","[nan, nan, nan, nan]"
146,4.8667,"[614.600000149404, 160.0, 15.799999887947, 20.599999962649]","[nan, nan, nan, nan]"
147,4.9,"[615.000000186755, 160.0, 15.4999998599338, 20.4999999533113]","[nan, nan, nan, nan]"
148,4.9333,"[615.400000224106, 160.0, 15.1999998319205, 20.3999999439735]","[nan, nan, nan, nan]"
149,4.9667,"[615.800000261457, 160.0, 14.8999998039073, 20.2999999346358]","[nan, nan, nan, nan]"
150,5.0,"[616.200000298808, 160.0, 14.599999775894, 20.199999925298]","[nan, nan, nan, nan]"
151,5.0333,"[616.600000336159, 160.0, 14.2999997478808, 20.0999999159603]","[nan, nan, nan, nan]"
152,5.0667,"[617.0, 160.0, 14.0, 20.0]","[nan, nan, nan, nan]"
153,5.1,"[617.428571303284, 160.428571303284, 14.2857142021895, 20.4285713032843]","[nan, nan, nan, nan]"
154,5.1333,"[617.857142606568, 160.857142606569, 14.571428404379, 20.8571426065685]","[nan, nan, nan, nan]"
155,5.1667,"[618.285713909853, 161.285713909853, 14.8571426065685, 21.2857139098528]","[nan, nan, nan, nan]"
156,5.2,"[618.714285213137, 161.714285213137, 15.142856808758, 21.714285213137]","[nan, nan, nan, nan]"
157,5.2333,"[619.142856516421, 162.142856516421, 15.4285710109475, 22.1428565164213]","[nan, nan, nan, nan]"
158,5.2667,"[619.571427819705, 162.571427819706, 15.714285213137, 22.5714278197056]","[nan, nan, nan, nan]"
159,5.3,"[620.0, 163.0, 16.0, 23.0]","[nan, nan, nan, nan]"
160,5.3333,"[622.0, 164.0, 15.0, 20.0]","[nan, nan, nan, nan]"
161,5.3667,"[622.235294102248, 164.823529357868, 14.823529423314, 20.235294102248]","[nan, nan, nan, nan]"
162,5.4,"[622.470588204496, 165.647058715736, 14.647058846628, 20.470588204496]","[nan, nan, nan, nan]"
163,5.4333,"[622.705882306744, 166.470588073604, 14.470588269942, 20.705882306744]","[nan, nan, nan, nan]"
164,5.4667,"[622.941176408992, 167.294117431472, 14.294117693256, 20.941176408992]","[nan, nan, nan, nan]"
165,5.5,"[623.17647051124, 168.11764678934, 14.11764711657, 21.17647051124]","[nan, nan, nan, nan]"
166,5.5333,"[623.411764613488, 168.941176147208, 13.9411765398841, 21.4117646134879]","[nan, nan, nan, nan]"
167,5.5667,"[623.647058715736, 169.764705505076, 13.7647059631981, 21.6470587157359]","[nan, nan, nan, nan]"
168,5.6,"[623.882352817984, 170.588234862944, 13.5882353865121, 21.8823528179839]","[nan, nan, nan, nan]"
169,5.6333,"[624.117646920232, 171.411764220812, 13.4117648098261, 22.1176469202319]","[nan, nan, nan, nan]"
170,5.6667,"[624.35294102248, 172.23529357868, 13.2352942331401, 22.3529410224799]","[nan, nan, nan, nan]"
171,5.7,"[624.588235124728, 173.058822936548, 13.0588236564541, 22.5882351247279]","[nan, nan, nan, nan]"
172,5.7333,"[624.823529226976, 173.882352294415, 12.8823530797681, 22.8235292269759]","[nan, nan, nan, nan]"
173,5.7667,"[625.058823329224, 174.705881652283, 12.7058825030821, 23.0588233292239]","[nan, nan, nan, nan]"
174,5.8,"[625.294117431471, 175.529411010151, 12.5294119263961, 23.2941174314719]","[nan, nan, nan, nan]"
175,5.8333,"[625.529411533719, 176.352940368019, 12.3529413497101, 23.5294115337199]","[nan, nan, nan, nan]"
176,5.8667,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
177,5.9,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
178,5.9333,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
179,5.9667,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
180,6.0,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
181,6.0333,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
182,6.0667,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
183,6.1,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
184,6.1333,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
185,6.1667,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
186,6.2,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
187,6.2333,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
188,6.2667,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
189,6.3,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
190,6.3333,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
191,6.3667,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
192,6.4,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
193,6.4333,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
194,6.4667,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
195,6.5,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
196,6.5333,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
197,6.5667,"[11.0, 244.0, 19.0, 23.0]","[nan, nan, nan, nan]"
198,6.6,"[22.4285681632662, 250.85714089796, 20.5714281224491, 23.9999997142858]","[nan, nan, nan, nan]"
199,6.6333,"[33.8571363265325, 257.714281795919, 22.1428562448982, 24.9999994285716]","[nan, nan, nan, nan]"
200,6.6667,"[45.2857044897987, 264.571422693879, 23.7142843673473, 25.9999991428574]","[nan, nan, nan, nan]"
201,6.7,"[56.7142726530649, 271.428563591839, 25.2857124897964, 26.9999988571432]","[nan, nan, nan, nan]"
202,6.7333,"[68.1428408163312, 278.285704489799, 26.8571406122455, 27.999998571429]","[nan, nan, nan, nan]"
203,6.7667,"[79.5714089795974, 285.142845387759, 28.4285687346946, 28.9999982857148]","[nan, nan, nan, nan]"
204,6.8,"[91.0, 292.0, 30.0, 30.0]","[nan, nan, nan, nan]"
205,6.8333,"[102.000002750001, 298.2500015625, 29.499999875, 29.37499984375]","[nan, nan, nan, nan]"
206,6.8667,"[113.000005500001, 304.500003125001, 28.9999997499999, 28.7499996874999]","[nan, nan, nan, nan]"
207,6.9,"[124.000008250002, 310.750004687501, 28.4999996249999, 28.1249995312499]","[nan, nan, nan, nan]"
208,6.9333,"[135.000011000003, 317.000006250002, 27.9999994999999, 27.4999993749998]","[nan, nan, nan, nan]"
209,6.9667,"[146.000013750004, 323.250007812502, 27.4999993749998, 26.8749992187498]","[nan, nan, nan, nan]"
210,7.0,"[157.000016500004, 329.500009375002, 26.9999992499998, 26.2499990624998]","[nan, nan, nan, nan]"
211,7.0333,"[168.000019250005, 335.750010937503, 26.4999991249998, 25.6249989062497]","[nan, nan, nan, nan]"
212,7.0667,"[179.0, 342.0, 26.0, 25.0]","[nan, nan, nan, nan]"
213,7.1,"[188.833333333333, 346.5, 27.1666666666667, 25.8333333333333]","[nan, nan, nan, nan]"
214,7.1333,"[198.666666666667, 351.0, 28.3333333333333, 26.6666666666667]","[nan, nan, nan, nan]"
215,7.1667,"[208.5, 355.5, 29.5, 27.5]","[nan, nan, nan, nan]"
216,7.2,"[218.333333333333, 360.0, 30.6666666666667, 28.3333333333333]","[nan, nan, nan, nan]"
217,7.2333,"[228.166666666667, 364.5, 31.8333333333333, 29.1666666666667]","[nan, nan, nan, nan]"
218,7.2667,"[238.0, 369.0, 33.0, 30.0]","[nan, nan, nan, nan]"
219,7.3,"[245.24999909375, 371.74999965625, 32.5000000625, 29.5000000625]","[nan, nan, nan, nan]"
220,7.3333,"[252.4999981875, 374.4999993125, 32.000000125, 29.000000125]","[nan, nan, nan, nan]"
221,7.3667,"[259.74999728125, 377.24999896875, 31.5000001875, 28.5000001875]","[nan, nan, nan, nan]"
222,7.4,"[266.999996375, 379.999998625, 31.00000025, 28.00000025]","[nan, nan, nan, nan]"
223,7.4333,"[274.24999546875, 382.74999828125, 30.5000003125, 27.5000003125]","[nan, nan, nan, nan]"
224,7.4667,"[281.499994562501, 385.4999979375, 30.000000375, 27.000000375]","[nan, nan, nan, nan]"
225,7.5,"[288.749993656251, 388.24999759375, 29.5000004374999, 26.5000004374999]","[nan, nan, nan, nan]"
226,7.5333,"[296.0, 391.0, 29.0, 26.0]","[nan, nan, nan, nan]"
227,7.5667,"[302.30000063, 392.20000012, 29.0, 26.0]","[nan, nan, nan, nan]"
228,7.6,"[308.60000126, 393.40000024, 29.0, 26.0]","[nan, nan, nan, nan]"
229,7.6333,"[314.90000189, 394.60000036, 29.0, 26.0]","[nan, nan, nan, nan]"
230,7.6667,"[321.20000252, 395.80000048, 29.0, 26.0]","[nan, nan, nan, nan]"
231,7.7,"[327.50000315, 397.0000006, 29.0, 26.0]","[nan, nan, nan, nan]"
232,7.7333,"[333.80000378, 398.20000072, 29.0, 26.0]","[nan, nan, nan, nan]"
233,7.7667,"[340.10000441, 399.40000084, 29.0, 26.0]","[nan, nan, nan, nan]"
234,7.8,"[346.40000504, 400.60000096, 29.0, 26.0]","[nan, nan, nan, nan]"
235,7.8333,"[352.700005670001, 401.80000108, 29.0, 26.0]","[nan, nan, nan, nan]"
236,7.8667,"[359.0, 403.0, 29.0, 26.0]","[nan, nan, nan, nan]"
237,7.9,"[364.59999888, 404.69999966, 28.40000012, 25.5000001]","[nan, nan, nan, nan]"
238,7.9333,"[370.199997760001, 406.39999932, 27.8000002399999, 25.0000002]","[nan, nan, nan, nan]"
239,7.9667,"[375.799996640001, 408.09999898, 27.2000003599999, 24.5000002999999]","[nan, nan, nan, nan]"
240,8.0,"[381.399995520001, 409.79999864, 26.6000004799999, 24.0000003999999]","[nan, nan, nan, nan]"
241,8.0333,"[386.999994400001, 411.4999983, 26.0000005999999, 23.5000004999999]","[nan, nan, nan, nan]"
242,8.0667,"[392.599993280002, 413.19999796, 25.4000007199998, 23.0000005999999]","[nan, nan, nan, nan]"
243,8.1,"[398.199992160002, 414.89999762, 24.8000008399998, 22.5000006999999]","[nan, nan, nan, nan]"
244,8.1333,"[403.799991040002, 416.59999728, 24.2000009599998, 22.0000007999998]","[nan, nan, nan, nan]"
245,8.1667,"[409.399989920002, 418.299996940001, 23.6000010799998, 21.5000008999998]","[nan, nan, nan, nan]"
246,8.2,"[415.0, 420.0, 23.0, 21.0]","[nan, nan, nan, nan]"
247,8.2333,"[419.583333333333, 421.0, 22.6666666666667, 20.5]","[nan, nan, nan, nan]"
248,8.2667,"[424.166666666667, 422.0, 22.3333333333333, 20.0]","[nan, nan, nan, nan]"
249,8.3,"[428.75, 423.0, 22.0, 19.5]","[nan, nan, nan, nan]"
250,8.3333,"[433.333333333333, 424.0, 21.6666666666667, 19.0]","[nan, nan, nan, nan]"
251,8.3667,"[437.916666666667, 425.0, 21.3333333333333, 18.5]","[nan, nan, nan, nan]"
252,8.4,"[442.5, 426.0, 21.0, 18.0]","[nan, nan, nan, nan]"
253,8.4333,"[447.083333333333, 427.0, 20.6666666666667, 17.5]","[nan, nan, nan, nan]"
254,8.4667,"[451.666666666667, 428.0, 20.3333333333333, 17.0]","[nan, nan, nan, nan]"
255,8.5,"[456.25, 429.0, 20.0, 16.5]","[nan, nan, nan, nan]"
256,8.5333,"[460.833333333333, 430.0, 19.6666666666667, 16.0]","[nan, nan, nan, nan]"
257,8.5667,"[465.416666666666, 431.0, 19.3333333333333, 15.5]","[nan, nan, nan, nan]"
